check_number,session_start
2555,07:30:00.000
5352,22:30:00.000
908,14:15:00.000
3634,14:00:00.000
1231,15:34:00.000
2845,21:00:00.000
9259,07:30:00.000
8030,22:15:00.000
5114,21:00:00.000
3567,14:15:00.000
7380,21:00:00.000
8105,22:30:00.000
9918,06:15:00.000
1314,22:15:00.000
4318,21:00:00.000
4039,15:34:00.000
1340,14:15:00.000
3407,08:42:00.000
9723,07:00:00.000
801,21:00:00.000
9904,21:00:00.000
5467,15:30:00.000
1551,06:00:00.000
611,21:00:00.000
2694,06:15:00.000
8406,21:00:00.000
6591,22:15:00.000
8039,15:34:00.000
8535,15:34:00.000
1774,15:00:00.000
6507,08:42:00.000
4112,21:00:00.000
6106,06:15:00.000
5914,15:30:00.000
1086,08:42:00.000
5730,22:30:00.000
6985,06:00:00.000
4735,06:00:00.000
1797,07:00:00.000
4101,22:30:00.000
9779,07:00:00.000
8942,07:30:00.000
8401,15:00:00.000
6013,15:34:00.000
7138,07:00:00.000
8051,22:30:00.000
6994,08:42:00.000
1250,21:00:00.000
7234,15:00:00.000
7554,07:00:00.000
1710,23:42:00.000
2514,14:00:00.000
9936,06:15:00.000
7132,06:00:00.000
3190,06:00:00.000
9710,06:00:00.000
7324,23:42:00.000
4282,08:42:00.000
4071,06:15:00.000
9415,23:42:00.000
5682,21:00:00.000
2204,06:15:00.000
9294,15:00:00.000
4694,23:42:00.000
1701,15:34:00.000
3832,21:00:00.000
841,07:00:00.000
6849,23:42:00.000
6812,14:00:00.000
6256,07:30:00.000
222,07:00:00.000
2572,07:30:00.000
5993,22:15:00.000
520,21:00:00.000
7674,15:30:00.000
338,22:30:00.000
2226,21:00:00.000
2340,15:00:00.000
7790,06:00:00.000
6766,21:00:00.000
8112,07:30:00.000
5842,14:15:00.000
9555,21:00:00.000
4819,22:30:00.000
5326,23:42:00.000
2252,06:15:00.000
9077,22:15:00.000
8424,15:30:00.000
9368,21:00:00.000
6199,07:00:00.000
422,08:42:00.000
7277,06:15:00.000
9251,15:34:00.000
2591,21:00:00.000
652,15:34:00.000
1948,08:42:00.000
2197,21:00:00.000
5140,15:00:00.000
1305,22:30:00.000
7368,06:00:00.000
8480,15:34:00.000
1178,15:34:00.000
6227,22:30:00.000
5772,15:34:00.000
4161,15:30:00.000
5256,08:42:00.000
9535,07:30:00.000
9089,15:34:00.000
4273,14:15:00.000
5565,07:00:00.000
4304,15:34:00.000
245,23:42:00.000
2078,07:00:00.000
4429,07:00:00.000
5986,15:00:00.000
641,15:30:00.000
4163,21:00:00.000
9597,14:15:00.000
1889,15:34:00.000
9554,15:30:00.000
4703,15:30:00.000
7456,06:15:00.000
86,07:00:00.000
9185,22:15:00.000
2349,22:30:00.000
8803,23:42:00.000
6963,15:34:00.000
7445,15:30:00.000
7116,08:42:00.000
3553,15:30:00.000
5727,08:42:00.000
2333,23:42:00.000
3115,15:34:00.000
4384,21:00:00.000
8007,14:00:00.000
8468,06:15:00.000
1863,14:00:00.000
235,21:00:00.000
4973,08:42:00.000
6024,23:42:00.000
2541,21:00:00.000
4403,07:00:00.000
300,15:30:00.000
6577,22:15:00.000
8636,06:00:00.000
1893,15:34:00.000
5129,07:00:00.000
7710,22:15:00.000
1899,21:00:00.000
5628,15:30:00.000
4410,14:00:00.000
9960,23:42:00.000
1766,23:42:00.000
2090,22:15:00.000
9756,08:42:00.000
544,23:42:00.000
505,06:00:00.000
1489,07:00:00.000
3333,06:00:00.000
6406,21:00:00.000
6212,22:15:00.000
1390,14:15:00.000
1299,22:30:00.000
8882,21:00:00.000
6674,15:00:00.000
5327,07:00:00.000
7175,07:30:00.000
8434,14:00:00.000
18,06:00:00.000
5107,15:30:00.000
9808,14:15:00.000
5425,21:00:00.000
2262,15:30:00.000
6451,07:30:00.000
3688,14:00:00.000
88,21:00:00.000
1245,21:00:00.000
8601,06:00:00.000
7115,07:30:00.000
4957,22:15:00.000
5901,14:15:00.000
9893,07:30:00.000
5543,21:00:00.000
9583,08:42:00.000
4404,23:42:00.000
9648,22:30:00.000
1705,15:34:00.000
7246,15:30:00.000
8686,08:42:00.000
2203,08:42:00.000
1524,06:15:00.000
2692,06:00:00.000
543,06:00:00.000
5193,15:34:00.000
910,22:30:00.000
6658,06:00:00.000
2609,15:30:00.000
9967,23:42:00.000
1398,06:15:00.000
2552,14:00:00.000
6973,15:30:00.000
821,15:30:00.000
2832,06:15:00.000
6511,15:00:00.000
3758,23:42:00.000
8635,23:42:00.000
307,14:15:00.000
7954,22:30:00.000
970,21:00:00.000
5423,22:30:00.000
8691,15:30:00.000
4701,07:30:00.000
648,15:34:00.000
2700,21:00:00.000
3659,07:30:00.000
3205,06:15:00.000
869,21:00:00.000
3749,07:30:00.000
5258,07:30:00.000
3889,06:15:00.000
8100,07:00:00.000
6094,22:30:00.000
7432,22:30:00.000
7756,08:42:00.000
3032,15:00:00.000
4271,21:00:00.000
6293,23:42:00.000
3020,08:42:00.000
5339,08:42:00.000
9110,06:00:00.000
3499,06:15:00.000
297,06:15:00.000
9919,15:00:00.000
4730,07:30:00.000
9241,15:34:00.000
3292,15:34:00.000
9124,14:15:00.000
3185,21:00:00.000
9595,22:30:00.000
8144,23:42:00.000
5957,06:00:00.000
6344,06:00:00.000
7859,07:30:00.000
5060,23:42:00.000
1194,15:00:00.000
7930,15:30:00.000
977,14:00:00.000
4060,22:30:00.000
230,23:42:00.000
3818,08:42:00.000
8838,15:34:00.000
8971,23:42:00.000
6513,07:00:00.000
2696,15:34:00.000
8961,15:34:00.000
4412,21:00:00.000
3477,21:00:00.000
674,23:42:00.000
167,15:00:00.000
2215,15:34:00.000
9825,15:30:00.000
8289,23:42:00.000
4445,14:00:00.000
3460,14:15:00.000
3345,14:15:00.000
9970,23:42:00.000
5311,07:30:00.000
5125,14:15:00.000
679,21:00:00.000
360,21:00:00.000
5373,14:00:00.000
9671,15:30:00.000
764,15:00:00.000
2766,14:00:00.000
7572,14:00:00.000
6690,06:00:00.000
7925,15:34:00.000
2305,15:00:00.000
5948,21:00:00.000
6964,21:00:00.000
8446,22:15:00.000
4327,06:00:00.000
4130,14:00:00.000
484,15:34:00.000
3863,14:00:00.000
7690,22:30:00.000
4196,15:00:00.000
9719,14:15:00.000
6182,14:00:00.000
3024,14:15:00.000
1957,14:15:00.000
5432,21:00:00.000
1887,21:00:00.000
4172,07:30:00.000
2962,21:00:00.000
8534,22:15:00.000
3684,07:00:00.000
8908,21:00:00.000
3575,08:42:00.000
6139,07:00:00.000
6012,22:15:00.000
2612,14:15:00.000
8639,21:00:00.000
8080,14:15:00.000
6156,21:00:00.000
4550,07:00:00.000
5318,06:15:00.000
8055,06:00:00.000
2108,08:42:00.000
9020,15:30:00.000
8250,22:30:00.000
848,08:42:00.000
6864,07:00:00.000
6418,22:15:00.000
595,15:00:00.000
8081,15:00:00.000
190,08:42:00.000
515,08:42:00.000
9343,21:00:00.000
3526,22:15:00.000
3482,06:15:00.000
9426,23:42:00.000
310,15:30:00.000
9000,21:00:00.000
8799,23:42:00.000
2570,07:00:00.000
1834,14:00:00.000
7568,07:00:00.000
5502,21:00:00.000
3207,23:42:00.000
1655,06:15:00.000
1380,06:00:00.000
4793,07:00:00.000
7326,14:00:00.000
2120,14:15:00.000
4446,07:30:00.000
932,14:00:00.000
241,23:42:00.000
3776,23:42:00.000
9821,14:15:00.000
9863,07:00:00.000
3022,14:15:00.000
1093,06:00:00.000
8482,14:00:00.000
3691,07:30:00.000
9576,15:30:00.000
3692,07:00:00.000
102,14:15:00.000
2053,21:00:00.000
7484,07:00:00.000
9794,15:34:00.000
6077,15:30:00.000
4837,06:15:00.000
7661,15:30:00.000
8194,15:34:00.000
99,06:15:00.000
9852,07:00:00.000
7421,22:30:00.000
5265,06:15:00.000
2611,07:00:00.000
5583,21:00:00.000
3428,07:00:00.000
5803,15:30:00.000
9958,21:00:00.000
2,14:00:00.000
7778,23:42:00.000
9780,14:00:00.000
1357,15:34:00.000
2057,14:15:00.000
5259,06:15:00.000
5724,22:30:00.000
3860,22:30:00.000
3667,07:30:00.000
4122,06:15:00.000
7348,08:42:00.000
4086,07:00:00.000
7470,22:15:00.000
9682,06:00:00.000
8848,21:00:00.000
6813,14:15:00.000
2278,08:42:00.000
3234,06:00:00.000
1107,15:34:00.000
2328,15:30:00.000
4393,22:30:00.000
3391,15:34:00.000
7883,23:42:00.000
204,08:42:00.000
8276,15:34:00.000
7678,22:15:00.000
2839,06:15:00.000
8514,07:00:00.000
237,06:00:00.000
6709,15:00:00.000
5976,06:15:00.000
6264,15:00:00.000
3853,15:00:00.000
7617,23:42:00.000
1643,15:34:00.000
1754,08:42:00.000
4999,22:15:00.000
7934,22:15:00.000
4548,07:00:00.000
802,14:15:00.000
9414,15:00:00.000
864,07:00:00.000
3356,21:00:00.000
776,08:42:00.000
2238,22:15:00.000
7545,08:42:00.000
3025,21:00:00.000
2980,06:15:00.000
9278,14:15:00.000
6562,14:00:00.000
8495,15:00:00.000
8523,15:30:00.000
4878,14:00:00.000
8999,06:00:00.000
6599,07:30:00.000
7864,21:00:00.000
9400,07:30:00.000
9837,07:30:00.000
2154,06:15:00.000
8669,21:00:00.000
8562,14:15:00.000
9894,06:15:00.000
2893,14:15:00.000
2970,14:15:00.000
5554,15:34:00.000
3735,08:42:00.000
3246,21:00:00.000
2336,07:00:00.000
9076,15:00:00.000
4224,22:15:00.000
7308,15:30:00.000
9731,06:00:00.000
4753,06:15:00.000
8996,15:30:00.000
4044,23:42:00.000
9401,15:34:00.000
6352,06:00:00.000
1122,14:00:00.000
518,14:15:00.000
2508,22:30:00.000
3573,06:15:00.000
3204,14:15:00.000
6678,14:15:00.000
6196,07:00:00.000
6686,06:00:00.000
7774,15:30:00.000
194,15:30:00.000
3014,14:00:00.000
9819,22:15:00.000
7389,08:42:00.000
8505,22:30:00.000
4303,21:00:00.000
2377,14:00:00.000
2134,22:30:00.000
8399,23:42:00.000
939,21:00:00.000
8900,15:30:00.000
6714,06:00:00.000
37,22:30:00.000
3509,07:30:00.000
4759,14:15:00.000
1406,08:42:00.000
184,14:15:00.000
3079,07:30:00.000
630,07:00:00.000
2451,06:15:00.000
5692,15:34:00.000
8763,23:42:00.000
7299,06:15:00.000
250,07:00:00.000
8826,08:42:00.000
4969,21:00:00.000
404,22:30:00.000
5767,14:15:00.000
3266,07:00:00.000
4607,06:15:00.000
7117,15:00:00.000
4307,14:15:00.000
6833,14:15:00.000
9669,14:00:00.000
8421,23:42:00.000
6017,22:15:00.000
1282,06:00:00.000
3291,22:15:00.000
2066,14:00:00.000
4805,15:34:00.000
4934,15:30:00.000
4344,06:15:00.000
7155,14:15:00.000
5710,06:15:00.000
3099,22:15:00.000
7671,08:42:00.000
8980,08:42:00.000
9421,14:00:00.000
5788,14:15:00.000
7603,15:34:00.000
1169,14:15:00.000
3270,21:00:00.000
9564,23:42:00.000
1099,07:00:00.000
8259,08:42:00.000
3542,07:00:00.000
9655,06:15:00.000
8719,07:00:00.000
58,06:00:00.000
495,06:15:00.000
7357,15:30:00.000
3720,21:00:00.000
6357,22:15:00.000
6042,06:00:00.000
5680,06:00:00.000
3042,14:00:00.000
7107,07:30:00.000
3521,21:00:00.000
5497,06:15:00.000
4946,07:00:00.000
2861,15:34:00.000
8529,14:15:00.000
1385,23:42:00.000
5089,14:00:00.000
3902,21:00:00.000
178,21:00:00.000
8966,15:30:00.000
6123,14:15:00.000
8956,07:00:00.000
6802,21:00:00.000
9647,15:00:00.000
2767,15:34:00.000
3632,06:15:00.000
8965,14:00:00.000
1606,21:00:00.000
1152,06:15:00.000
2677,15:34:00.000
2965,22:15:00.000
2718,21:00:00.000
6882,22:30:00.000
4688,07:00:00.000
539,21:00:00.000
5816,23:42:00.000
1249,15:34:00.000
6862,22:30:00.000
2383,21:00:00.000
840,22:30:00.000
9656,14:00:00.000
3488,23:42:00.000
4571,21:00:00.000
4083,15:00:00.000
5445,06:00:00.000
6771,06:15:00.000
1363,22:15:00.000
8017,08:42:00.000
2281,15:30:00.000
1308,06:15:00.000
8753,15:00:00.000
9314,08:42:00.000
6748,22:15:00.000
4500,06:15:00.000
77,06:00:00.000
5414,23:42:00.000
4536,08:42:00.000
2311,22:15:00.000
5537,07:00:00.000
4566,14:15:00.000
5314,23:42:00.000
2910,22:30:00.000
9248,07:30:00.000
6193,22:30:00.000
9331,15:30:00.000
9226,21:00:00.000
8123,22:30:00.000
5888,22:30:00.000
6,15:34:00.000
8244,22:15:00.000
1625,21:00:00.000
4744,06:00:00.000
1034,07:30:00.000
6897,22:15:00.000
21,21:00:00.000
8827,15:00:00.000
4217,06:00:00.000
2009,14:15:00.000
2460,06:15:00.000
9016,06:00:00.000
6643,06:00:00.000
7386,06:15:00.000
4502,06:15:00.000
6491,06:00:00.000
2588,07:30:00.000
7716,21:00:00.000
6527,23:42:00.000
905,15:34:00.000
3015,22:15:00.000
3233,07:30:00.000
7860,14:15:00.000
6989,15:34:00.000
4206,21:00:00.000
9115,06:15:00.000
8816,08:42:00.000
3566,07:00:00.000
5422,06:00:00.000
2146,21:00:00.000
2540,22:15:00.000
5911,22:15:00.000
9258,06:00:00.000
4967,07:30:00.000
1548,08:42:00.000
5866,22:30:00.000
1896,21:00:00.000
346,15:00:00.000
6646,06:15:00.000
982,22:15:00.000
5421,06:15:00.000
3256,07:30:00.000
4052,23:42:00.000
4868,06:00:00.000
6553,08:42:00.000
440,15:00:00.000
873,15:00:00.000
6274,15:30:00.000
5474,06:00:00.000
6791,14:00:00.000
2960,22:30:00.000
1352,08:42:00.000
2439,06:00:00.000
7022,14:00:00.000
3045,06:00:00.000
904,15:30:00.000
620,22:15:00.000
1910,07:00:00.000
9874,07:00:00.000
282,23:42:00.000
5022,14:00:00.000
8071,22:15:00.000
6492,15:00:00.000
9944,22:30:00.000
8184,06:15:00.000
2247,21:00:00.000
8426,22:30:00.000
1367,15:34:00.000
4364,15:00:00.000
4995,21:00:00.000
30,06:15:00.000
9418,22:15:00.000
4699,06:00:00.000
2294,07:30:00.000
7548,14:15:00.000
7109,08:42:00.000
7858,15:34:00.000
3533,23:42:00.000
122,21:00:00.000
9191,15:30:00.000
2500,06:15:00.000
8787,21:00:00.000
8555,08:42:00.000
3249,07:00:00.000
3601,15:30:00.000
4854,22:15:00.000
643,22:15:00.000
5987,22:30:00.000
4491,15:00:00.000
918,14:00:00.000
988,22:15:00.000
3695,15:00:00.000
9859,21:00:00.000
4841,21:00:00.000
4272,15:00:00.000
2631,06:15:00.000
8881,08:42:00.000
9416,21:00:00.000
1197,07:30:00.000
7526,22:15:00.000
4482,15:30:00.000
7369,15:30:00.000
9687,15:30:00.000
3302,23:42:00.000
8212,15:30:00.000
9755,07:00:00.000
7143,08:42:00.000
9877,22:30:00.000
4463,21:00:00.000
9286,08:42:00.000
6656,14:00:00.000
7931,23:42:00.000
2979,15:34:00.000
4159,22:30:00.000
3665,15:00:00.000
8481,07:30:00.000
754,14:15:00.000
4831,14:00:00.000
2444,14:00:00.000
5778,21:00:00.000
2577,06:00:00.000
5470,07:30:00.000
7003,15:00:00.000
4823,07:30:00.000
1659,21:00:00.000
4226,07:30:00.000
36,15:00:00.000
2491,15:34:00.000
3850,06:00:00.000
9370,22:30:00.000
7643,07:30:00.000
8915,07:30:00.000
9771,14:00:00.000
6388,23:42:00.000
4133,06:15:00.000
7957,06:00:00.000
2188,08:42:00.000
7381,15:30:00.000
3919,21:00:00.000
8525,22:30:00.000
5132,06:15:00.000
706,15:00:00.000
8102,07:00:00.000
5208,22:15:00.000
7135,07:00:00.000
1455,06:15:00.000
6131,07:30:00.000
5755,14:00:00.000
8334,22:30:00.000
9012,21:00:00.000
9985,15:34:00.000
8894,21:00:00.000
6878,23:42:00.000
5989,07:00:00.000
8958,08:42:00.000
5359,08:42:00.000
2880,08:42:00.000
4443,15:34:00.000
3713,21:00:00.000
4746,21:00:00.000
8263,07:00:00.000
7133,21:00:00.000
7601,15:34:00.000
2595,15:00:00.000
1492,14:00:00.000
9548,15:30:00.000
6194,21:00:00.000
5721,07:30:00.000
9616,22:30:00.000
112,07:30:00.000
637,15:34:00.000
6641,14:15:00.000
7245,07:00:00.000
3530,15:34:00.000
9450,23:42:00.000
49,08:42:00.000
7131,07:30:00.000
6780,07:30:00.000
6265,15:00:00.000
9107,14:15:00.000
5674,15:34:00.000
5347,07:30:00.000
7667,15:30:00.000
6601,21:00:00.000
1816,15:34:00.000
7878,21:00:00.000
271,08:42:00.000
7795,15:00:00.000
3995,22:30:00.000
5033,06:00:00.000
4795,23:42:00.000
5273,07:00:00.000
3952,21:00:00.000
7869,21:00:00.000
3086,22:15:00.000
811,21:00:00.000
4865,06:15:00.000
7360,22:15:00.000
4918,21:00:00.000
9085,15:30:00.000
4240,22:30:00.000
7071,07:00:00.000
4917,22:30:00.000
4141,15:34:00.000
4184,06:15:00.000
4669,08:42:00.000
779,21:00:00.000
5933,15:34:00.000
4885,14:00:00.000
9309,22:15:00.000
6571,23:42:00.000
6453,14:15:00.000
772,23:42:00.000
1327,06:00:00.000
1667,21:00:00.000
186,22:15:00.000
8542,21:00:00.000
857,08:42:00.000
6213,14:15:00.000
9684,15:34:00.000
2745,14:15:00.000
6865,06:15:00.000
4171,14:00:00.000
1721,15:34:00.000
3849,14:00:00.000
9807,21:00:00.000
9289,06:15:00.000
1445,15:34:00.000
2827,15:30:00.000
2741,21:00:00.000
7758,14:15:00.000
6639,06:00:00.000
2606,15:34:00.000
1793,08:42:00.000
3245,21:00:00.000
3366,22:15:00.000
614,06:00:00.000
325,07:30:00.000
685,22:30:00.000
5462,14:15:00.000
415,22:15:00.000
9087,07:00:00.000
644,07:30:00.000
9717,06:00:00.000
9015,21:00:00.000
9137,21:00:00.000
3921,21:00:00.000
5379,07:30:00.000
4451,08:42:00.000
2516,22:15:00.000
5761,23:42:00.000
1288,14:15:00.000
2691,23:42:00.000
5821,06:00:00.000
5052,07:30:00.000
5905,07:30:00.000
3683,15:30:00.000
4859,06:15:00.000
146,14:00:00.000
9529,23:42:00.000
2938,07:00:00.000
4193,14:00:00.000
7746,06:00:00.000
2884,15:30:00.000
3252,15:34:00.000
3134,15:34:00.000
8266,21:00:00.000
2571,21:00:00.000
5848,08:42:00.000
430,21:00:00.000
921,21:00:00.000
3935,07:30:00.000
3139,06:00:00.000
3607,23:42:00.000
9009,06:15:00.000
3381,21:00:00.000
8641,15:34:00.000
5714,14:15:00.000
9651,14:15:00.000
8455,22:15:00.000
6159,14:00:00.000
1928,15:34:00.000
9403,07:00:00.000
9346,08:42:00.000
3802,21:00:00.000
6454,07:00:00.000
7502,07:30:00.000
9849,07:30:00.000
1542,21:00:00.000
6925,15:34:00.000
9489,06:00:00.000
998,14:00:00.000
4522,06:00:00.000
8336,07:30:00.000
5919,07:30:00.000
5744,15:00:00.000
1859,23:42:00.000
4454,15:34:00.000
9998,15:30:00.000
4058,14:00:00.000
3355,07:00:00.000
9196,06:15:00.000
54,14:00:00.000
3243,07:00:00.000
6969,15:00:00.000
3682,23:42:00.000
7002,15:30:00.000
2921,15:00:00.000
7725,08:42:00.000
4186,15:00:00.000
9443,23:42:00.000
1436,22:15:00.000
2723,15:30:00.000
7686,21:00:00.000
6055,23:42:00.000
6359,23:42:00.000
2810,21:00:00.000
9313,15:00:00.000
3547,06:15:00.000
839,06:15:00.000
2903,14:00:00.000
9272,07:00:00.000
4461,14:00:00.000
9169,14:00:00.000
390,07:00:00.000
9619,06:15:00.000
6581,08:42:00.000
7958,22:30:00.000
6652,08:42:00.000
6073,21:00:00.000
7081,06:00:00.000
3019,06:15:00.000
8546,15:00:00.000
5212,14:00:00.000
6346,06:15:00.000
2054,07:30:00.000
2558,06:00:00.000
3798,14:00:00.000
1943,06:00:00.000
1829,06:15:00.000
6626,06:00:00.000
9,07:00:00.000
6786,14:00:00.000
2559,22:15:00.000
2466,14:00:00.000
5185,15:34:00.000
1022,15:00:00.000
6609,21:00:00.000
5633,21:00:00.000
7907,07:00:00.000
2618,07:00:00.000
3070,15:00:00.000
7276,23:42:00.000
3029,21:00:00.000
6725,15:00:00.000
1259,21:00:00.000
8284,08:42:00.000
8702,06:15:00.000
4991,15:00:00.000
2339,07:30:00.000
1215,06:00:00.000
5329,21:00:00.000
5211,15:30:00.000
5226,15:00:00.000
4565,06:00:00.000
9010,15:30:00.000
2282,21:00:00.000
7346,22:30:00.000
9660,06:15:00.000
2128,07:00:00.000
9233,21:00:00.000
9034,22:15:00.000
7981,21:00:00.000
4143,06:15:00.000
5207,14:15:00.000
188,21:00:00.000
5759,06:15:00.000
8957,21:00:00.000
3117,22:15:00.000
1200,21:00:00.000
6806,21:00:00.000
8585,06:15:00.000
4858,15:30:00.000
6818,08:42:00.000
1827,15:30:00.000
4877,21:00:00.000
326,14:00:00.000
3822,15:34:00.000
9557,21:00:00.000
7495,21:00:00.000
6957,15:00:00.000
8020,06:00:00.000
6542,15:30:00.000
5698,15:30:00.000
8728,07:30:00.000
6456,21:00:00.000
8076,07:00:00.000
7211,14:15:00.000
2426,14:00:00.000
5091,21:00:00.000
9054,14:15:00.000
1441,15:30:00.000
317,14:15:00.000
6909,15:00:00.000
5533,07:30:00.000
5011,06:00:00.000
9301,14:00:00.000
5305,14:00:00.000
3904,14:15:00.000
1265,15:00:00.000
6295,15:00:00.000
4228,21:00:00.000
5699,15:30:00.000
9184,08:42:00.000
7060,22:30:00.000
4003,21:00:00.000
4551,15:34:00.000
1142,14:15:00.000
6910,15:30:00.000
6053,22:15:00.000
1260,14:00:00.000
6050,23:42:00.000
1338,14:00:00.000
5282,21:00:00.000
1459,21:00:00.000
459,08:42:00.000
1569,07:00:00.000
5781,07:30:00.000
4256,06:00:00.000
5232,22:30:00.000
4537,23:42:00.000
7408,08:42:00.000
8540,22:30:00.000
7450,14:00:00.000
8338,07:00:00.000
2702,14:00:00.000
1464,15:00:00.000
1412,14:15:00.000
6657,21:00:00.000
5007,07:30:00.000
6422,07:00:00.000
7084,07:00:00.000
125,15:00:00.000
6228,22:30:00.000
8070,07:00:00.000
4605,06:15:00.000
3762,22:15:00.000
3105,06:15:00.000
5799,06:15:00.000
5828,08:42:00.000
8786,07:30:00.000
1337,15:00:00.000
4116,06:00:00.000
9462,23:42:00.000
5316,08:42:00.000
933,06:00:00.000
591,07:00:00.000
6640,06:15:00.000
6432,22:30:00.000
8765,15:30:00.000
7160,06:00:00.000
8832,08:42:00.000
2310,07:00:00.000
896,21:00:00.000
149,07:00:00.000
8032,14:00:00.000
6252,15:34:00.000
6011,14:15:00.000
7434,15:00:00.000
4244,23:42:00.000
7265,15:30:00.000
4381,14:15:00.000
6459,14:00:00.000
4477,07:30:00.000
3420,06:00:00.000
1491,22:15:00.000
5892,08:42:00.000
6038,15:34:00.000
9202,22:15:00.000
2135,14:15:00.000
9500,21:00:00.000
5251,14:00:00.000
2550,15:00:00.000
9654,21:00:00.000
4603,07:30:00.000
3877,15:30:00.000
160,08:42:00.000
9207,21:00:00.000
2113,21:00:00.000
9252,08:42:00.000
6847,15:00:00.000
5518,15:00:00.000
1212,06:00:00.000
1374,21:00:00.000
4886,06:15:00.000
5661,07:30:00.000
5175,08:42:00.000
1138,08:42:00.000
4070,23:42:00.000
1004,14:15:00.000
655,22:15:00.000
4733,06:00:00.000
7062,21:00:00.000
9209,07:00:00.000
5162,06:15:00.000
7651,06:00:00.000
8162,15:34:00.000
8760,06:15:00.000
7263,07:00:00.000
8148,06:15:00.000
7505,21:00:00.000
9674,15:00:00.000
7506,22:15:00.000
5764,21:00:00.000
8502,14:15:00.000
6774,15:34:00.000
7095,08:42:00.000
732,21:00:00.000
9547,15:34:00.000
568,15:00:00.000
2598,22:30:00.000
2583,15:30:00.000
5111,08:42:00.000
3522,15:30:00.000
7723,06:15:00.000
6415,06:15:00.000
228,22:15:00.000
3423,21:00:00.000
6248,14:15:00.000
1014,21:00:00.000
8861,21:00:00.000
6493,06:00:00.000
1946,06:15:00.000
3152,08:42:00.000
6245,06:15:00.000
5929,22:15:00.000
5248,21:00:00.000
4666,14:15:00.000
8872,07:00:00.000
5864,15:30:00.000
5065,21:00:00.000
4996,15:34:00.000
2015,22:15:00.000
3052,15:30:00.000
2592,07:30:00.000
9880,08:42:00.000
9296,14:00:00.000
9136,14:00:00.000
3443,15:30:00.000
9661,15:00:00.000
3418,23:42:00.000
2950,07:30:00.000
5931,15:34:00.000
1045,15:34:00.000
3241,15:00:00.000
8049,14:15:00.000
9123,14:15:00.000
8013,21:00:00.000
1111,23:42:00.000
1233,15:00:00.000
5223,21:00:00.000
5215,15:00:00.000
3840,06:00:00.000
8157,08:42:00.000
4668,15:30:00.000
8364,07:00:00.000
8972,07:00:00.000
2202,14:15:00.000
8124,07:30:00.000
8285,07:00:00.000
8598,22:30:00.000
410,15:34:00.000
8751,14:00:00.000
8536,15:00:00.000
4137,14:00:00.000
4464,22:15:00.000
3992,21:00:00.000
4889,15:30:00.000
9268,07:30:00.000
129,21:00:00.000
6008,07:30:00.000
1796,08:42:00.000
6407,21:00:00.000
5384,21:00:00.000
8566,06:15:00.000
6457,21:00:00.000
3177,23:42:00.000
7916,15:00:00.000
5074,06:00:00.000
5582,21:00:00.000
3236,14:00:00.000
3600,06:00:00.000
3714,15:00:00.000
5708,15:34:00.000
5712,06:00:00.000
4690,22:15:00.000
3222,21:00:00.000
2421,22:15:00.000
4333,06:15:00.000
7012,06:00:00.000
1857,08:42:00.000
4212,15:30:00.000
4963,15:00:00.000
7395,22:30:00.000
4943,22:15:00.000
2260,07:00:00.000
2176,21:00:00.000
9002,08:42:00.000
7387,23:42:00.000
4135,21:00:00.000
8340,22:15:00.000
6329,21:00:00.000
9358,14:00:00.000
3297,14:15:00.000
624,23:42:00.000
6706,22:15:00.000
2530,14:00:00.000
902,06:00:00.000
4286,22:30:00.000
8082,07:30:00.000
3203,08:42:00.000
2663,21:00:00.000
9457,07:00:00.000
2233,21:00:00.000
3508,21:00:00.000
5860,06:15:00.000
812,23:42:00.000
7523,06:15:00.000
8103,06:15:00.000
64,15:00:00.000
783,15:30:00.000
7852,15:00:00.000
8325,07:00:00.000
2878,06:00:00.000
8216,15:00:00.000
2008,15:00:00.000
3941,06:15:00.000
7059,06:00:00.000
4772,06:00:00.000
789,07:30:00.000
2733,06:15:00.000
2847,15:34:00.000
6087,14:00:00.000
168,08:42:00.000
1817,06:15:00.000
4856,15:34:00.000
7418,08:42:00.000
4545,14:00:00.000
8350,23:42:00.000
2414,15:34:00.000
6108,06:00:00.000
2947,14:00:00.000
45,21:00:00.000
9732,23:42:00.000
350,06:15:00.000
849,15:30:00.000
2334,22:30:00.000
5105,15:34:00.000
9138,15:30:00.000
9741,15:30:00.000
8494,14:00:00.000
2976,22:30:00.000
211,15:00:00.000
6255,14:15:00.000
9646,22:15:00.000
787,08:42:00.000
2275,07:00:00.000
8243,07:30:00.000
8118,15:30:00.000
8206,14:00:00.000
2706,08:42:00.000
4458,15:34:00.000
1499,15:30:00.000
216,06:15:00.000
4677,15:34:00.000
7727,07:00:00.000
6665,08:42:00.000
9322,07:00:00.000
6873,21:00:00.000
7167,15:34:00.000
2760,15:00:00.000
3593,06:00:00.000
340,21:00:00.000
8982,07:00:00.000
1666,15:34:00.000
8422,22:15:00.000
4006,22:30:00.000
2221,22:15:00.000
4952,14:15:00.000
3891,14:15:00.000
5086,21:00:00.000
8947,14:00:00.000
6484,14:00:00.000
9712,15:00:00.000
9973,06:00:00.000
9757,06:15:00.000
7645,07:30:00.000
8489,14:15:00.000
9342,21:00:00.000
2890,14:15:00.000
3473,22:30:00.000
9411,07:30:00.000
8707,14:15:00.000
4017,23:42:00.000
4289,22:30:00.000
606,06:15:00.000
6512,15:34:00.000
953,07:30:00.000
5779,22:30:00.000
